Market_and_Exchange_Names,As_of_Date_In_Form_YYMMDD,Report_Date_as_MM_DD_YYYY,CFTC_Contract_Market_Code,CFTC_Market_Code,CFTC_Region_Code,CFTC_Commodity_Code,Open_Interest_All,Dealer_Positions_Long_All,Dealer_Positions_Short_All,Dealer_Positions_Spread_All,Asset_Mgr_Positions_Long_All,Asset_Mgr_Positions_Short_All,Asset_Mgr_Positions_Spread_All,Lev_Money_Positions_Long_All,Lev_Money_Positions_Short_All,Lev_Money_Positions_Spread_All,Other_Rept_Positions_Long_All,Other_Rept_Positions_Short_All,Other_Rept_Positions_Spread_All,Tot_Rept_Positions_Long_All,Tot_Rept_Positions_Short_All,NonRept_Positions_Long_All,NonRept_Positions_Short_All,Change_in_Open_Interest_All,Change_in_Dealer_Long_All,Change_in_Dealer_Short_All,Change_in_Dealer_Spread_All,Change_in_Asset_Mgr_Long_All,Change_in_Asset_Mgr_Short_All,Change_in_Asset_Mgr_Spread_All,Change_in_Lev_Money_Long_All,Change_in_Lev_Money_Short_All,Change_in_Lev_Money_Spread_All,Change_in_Other_Rept_Long_All,Change_in_Other_Rept_Short_All,Change_in_Other_Rept_Spread_All,Change_in_Tot_Rept_Long_All,Change_in_Tot_Rept_Short_All,Change_in_NonRept_Long_All,Change_in_NonRept_Short_All,Pct_of_Open_Interest_All,Pct_of_OI_Dealer_Long_All,Pct_of_OI_Dealer_Short_All,Pct_of_OI_Dealer_Spread_All,Pct_of_OI_Asset_Mgr_Long_All,Pct_of_OI_Asset_Mgr_Short_All,Pct_of_OI_Asset_Mgr_Spread_All,Pct_of_OI_Lev_Money_Long_All,Pct_of_OI_Lev_Money_Short_All,Pct_of_OI_Lev_Money_Spread_All,Pct_of_OI_Other_Rept_Long_All,Pct_of_OI_Other_Rept_Short_All,Pct_of_OI_Other_Rept_Spread_All,Pct_of_OI_Tot_Rept_Long_All,Pct_of_OI_Tot_Rept_Short_All,Pct_of_OI_NonRept_Long_All,Pct_of_OI_NonRept_Short_All,Traders_Tot_All,Traders_Dealer_Long_All,Traders_Dealer_Short_All,Traders_Dealer_Spread_All,Traders_Asset_Mgr_Long_All,Traders_Asset_Mgr_Short_All,Traders_Asset_Mgr_Spread_All,Traders_Lev_Money_Long_All,Traders_Lev_Money_Short_All,Traders_Lev_Money_Spread_All,Traders_Other_Rept_Long_All,Traders_Other_Rept_Short_All,Traders_Other_Rept_Spread_All,Traders_Tot_Rept_Long_All,Traders_Tot_Rept_Short_All,Conc_Gross_LE_4_TDR_Long_All,Conc_Gross_LE_4_TDR_Short_All,Conc_Gross_LE_8_TDR_Long_All,Conc_Gross_LE_8_TDR_Short_All,Conc_Net_LE_4_TDR_Long_All,Conc_Net_LE_4_TDR_Short_All,Conc_Net_LE_8_TDR_Long_All,Conc_Net_LE_8_TDR_Short_All,Contract_Units,CFTC_SubGroup_Code,FutOnly_or_Combined
NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,240743,CME ,00,240 ,41957,3551,13685,674,12762,3299,1928,11118,4456,40,6445,0,2,36520,24084,5437,17873,-444,241,-308,-116,981,-338,4,-141,-373,-2,-497,0,0,470,-1133,-914,689,100,8.5,32.6,1.6,30.4,7.9,4.6,26.5,10.6,0.1,15.4,0,0,87,57.4,13,42.6,55,6,9,,9,6,6,12,9,,4,0,,37,28,37,27.6,55.9,37.2,36.8,26,53.2,35,(NIKKEI INDEX X JPY 500),F20,FutOnly
NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,240743,CME ,00,240 ,42401,3310,13993,790,11781,3637,1924,11259,4829,42,6942,0,2,36050,25217,6351,17184,3059,-24,580,227,973,-667,-151,1105,-670,-1,726,0,2,2857,-680,202,3739,100,7.8,33,1.9,27.8,8.6,4.5,26.6,11.4,0.1,16.4,0,0,85,59.5,15,40.5,55,6,9,,9,6,7,11,9,,5,0,,38,29,34,26.9,53.2,37.4,33.8,25.2,50.8,35.8,(NIKKEI INDEX X JPY 500),F20,FutOnly
NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,240743,CME ,00,240 ,39342,3334,13413,563,10808,4304,2075,10154,5499,43,6216,0,0,33193,25897,6149,13445,2846,-117,603,-193,1436,-167,-203,627,361,-14,1236,0,-1,2771,386,75,2460,100,8.5,34.1,1.4,27.5,10.9,5.3,25.8,14,0.1,15.8,0,0,84.4,65.8,15.6,34.2,54,6,9,,9,5,5,9,11,,5,0,0,35,28,33.3,30.5,53.8,42.8,32.7,28.8,51.7,40.1,(NIKKEI INDEX X JPY 500),F20,FutOnly
NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,240743,CME ,00,240 ,36496,3451,12810,756,9372,4471,2278,9527,5138,57,4980,0,1,30422,25511,6074,10985,3592,-540,589,125,668,104,125,1931,497,12,1474,0,0,3795,1452,-203,2140,100,9.5,35.1,2.1,25.7,12.3,6.2,26.1,14.1,0.2,13.6,0,0,83.4,69.9,16.6,30.1,55,4,8,,10,5,5,13,10,,5,0,,39,27,28.1,34.1,45.5,48.5,26.1,32.2,41.6,44.6,(NIKKEI INDEX X JPY 500),F20,FutOnly
NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,240743,CME ,00,240 ,32904,3991,12221,631,8704,4367,2153,7596,4641,45,3506,0,1,26627,24059,6277,8845,-4139,-2236,318,-156,748,511,139,-2502,-341,-11,431,-884,1,-3586,-423,-553,-3716,100,12.1,37.1,1.9,26.5,13.3,6.5,23.1,14.1,0.1,10.7,0,0,80.9,73.1,19.1,26.9,48,5,8,,9,5,5,8,9,,4,0,,33,26,27.7,37.8,46,51.3,25.1,35.6,41.7,47.4,(NIKKEI INDEX X JPY 500),F20,FutOnly
NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,240743,CME ,00,240 ,37043,6227,11903,787,7956,3856,2014,10098,4982,56,3075,884,0,30213,24482,6830,12561,-4118,457,315,19,556,227,-681,-5953,-1167,10,826,-1036,-5,-4771,-2318,653,-1800,100,16.8,32.1,2.1,21.5,10.4,5.4,27.3,13.4,0.2,8.3,2.4,0,81.6,66.1,18.4,33.9,50,5,7,,9,5,5,11,9,4,,,0,34,27,27.9,33.8,46.7,45.8,26.3,31.8,43.2,43.2,(NIKKEI INDEX X JPY 500),F20,FutOnly
NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,240743,CME ,00,240 ,41161,5770,11588,768,7400,3629,2695,16051,6149,46,2249,1920,5,34984,26800,6177,14361,2913,-402,1524,26,32,-29,191,2244,41,45,369,-1197,5,2510,606,403,2307,100,14,28.2,1.9,18,8.8,6.5,39,14.9,0.1,5.5,4.7,0,85,65.1,15,34.9,50,6,7,,10,5,5,10,8,,,,,34,26,37.2,33.2,56.3,47.5,37.2,31.6,53,43.7,(NIKKEI INDEX X JPY 500),F20,FutOnly
NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,240743,CME ,00,240 ,38248,6172,10064,742,7368,3658,2504,13807,6108,1,1880,3117,0,32474,26194,5774,12054,1241,1138,-1026,84,-2193,950,-213,1698,2511,-11,624,-1698,0,1127,597,114,644,100,16.1,26.3,1.9,19.3,9.6,6.5,36.1,16,0,4.9,8.1,0,84.9,68.5,15.1,31.5,53,6,6,,9,5,4,11,9,,4,,0,33,27,35.6,35.9,55,49.3,35.6,34.2,50.9,45.3,(NIKKEI INDEX X JPY 500),F20,FutOnly
MSCI EAFE  - ICE FUTURES U.S.,230228,2/28/2023,244041,ICUS,01,244 ,397846,28430,198144,3696,272835,81814,34271,27362,26674,1569,18361,46141,3,386527,392312,11319,5534,959,-593,-887,-4,7132,2505,-6534,1572,3548,-122,472,2694,3,1926,1203,-967,-244,100,7.1,49.8,0.9,68.6,20.6,8.6,6.9,6.7,0.4,4.6,11.6,0,97.2,98.6,2.8,1.4,194,12,15,4,69,44,33,24,15,9,8,7,,137,104,26.7,32.8,38.4,48,24.1,32,34.4,47.1,(MSCI EAFE INDEX X $50),F20,FutOnly
MSCI EAFE  - ICE FUTURES U.S.,230221,2/21/2023,244041,ICUS,01,244 ,396887,29023,199031,3700,265703,79309,40805,25790,23126,1691,17889,43447,0,384601,391109,12286,5778,9689,1184,12533,-323,8308,3613,-2031,1653,-4279,-599,1708,-493,0,9900,8421,-211,1268,100,7.3,50.1,0.9,66.9,20,10.3,6.5,5.8,0.4,4.5,10.9,0,96.9,98.5,3.1,1.5,190,11,16,4,66,47,32,20,15,9,8,7,0,129,106,27.1,32.3,38.9,48.2,25,32.1,35.3,47.3,(MSCI EAFE INDEX X $50),F20,FutOnly
MSCI EAFE  - ICE FUTURES U.S.,230214,2/14/2023,244041,ICUS,01,244 ,387198,27839,186498,4023,257395,75696,42836,24137,27405,2290,16181,43940,0,374701,382688,12497,4510,4336,-502,14683,3,-1764,-3577,1771,1250,-4793,309,2915,-2452,0,3982,5944,354,-1608,100,7.2,48.2,1,66.5,19.5,11.1,6.2,7.1,0.6,4.2,11.3,0,96.8,98.8,3.2,1.2,188,10,15,6,69,46,35,22,13,10,6,7,0,129,110,26.3,32.9,38.1,48.5,24.2,32.1,34.8,47.6,(MSCI EAFE INDEX X $50),F20,FutOnly
MSCI EAFE  - ICE FUTURES U.S.,230207,2/7/2023,244041,ICUS,01,244 ,382862,28341,171815,4020,259159,79273,41065,22887,32198,1981,13266,46392,0,370719,376744,12143,6118,8358,-47,6743,-83,17386,-6879,-4212,2291,677,-698,554,11562,-9,15182,7101,-6824,1257,100,7.4,44.9,1,67.7,20.7,10.7,6,8.4,0.5,3.5,12.1,0,96.8,98.4,3.2,1.6,194,11,15,6,72,45,36,22,16,10,6,7,0,132,114,27.5,33.3,39.2,47.5,25.1,32.5,35.4,46.6,(MSCI EAFE INDEX X $50),F20,FutOnly
MSCI EAFE  - ICE FUTURES U.S.,230131,1/31/2023,244041,ICUS,01,244 ,374504,28388,165072,4103,241773,86152,45277,20596,31521,2679,12712,34830,9,355537,369643,18967,4861,-2944,-3100,5596,-29,-2829,-3382,-3628,-463,-3157,798,-1177,353,9,-10419,-3440,7475,496,100,7.6,44.1,1.1,64.6,23,12.1,5.5,8.4,0.7,3.4,9.3,0,94.9,98.7,5.1,1.3,194,11,16,8,68,48,37,24,15,10,6,6,,136,114,26.3,33.5,37.9,46.6,23.6,32.6,34,45.7,(MSCI EAFE INDEX X $50),F20,FutOnly
MSCI EAFE  - ICE FUTURES U.S.,230124,1/24/2023,244041,ICUS,01,244 ,377448,31488,159476,4132,244602,89534,48905,21059,34678,1881,13889,34477,0,365956,373083,11492,4365,20897,1105,12615,-181,18653,-8608,-875,1161,6768,811,12,11521,-5,20681,22046,216,-1149,100,8.3,42.3,1.1,64.8,23.7,13,5.6,9.2,0.5,3.7,9.1,0,97,98.8,3,1.2,192,11,16,8,68,47,35,23,15,9,6,6,0,131,113,27.8,32.8,39.3,45.9,25.6,31.9,36.2,45,(MSCI EAFE INDEX X $50),F20,FutOnly
MSCI EAFE  - ICE FUTURES U.S.,230117,1/17/2023,244041,ICUS,01,244 ,356551,30383,146861,4313,225949,98142,49780,19898,27910,1070,13877,22956,5,345275,351037,11276,5514,8078,-3011,-2716,34,11065,-11211,667,536,11110,287,-315,10413,-162,9101,8422,-1023,-344,100,8.5,41.2,1.2,63.4,27.5,14,5.6,7.8,0.3,3.9,6.4,0,96.8,98.5,3.2,1.5,190,11,16,8,65,50,34,19,17,5,6,6,,127,111,26.4,31.5,38.7,45,24,30.7,35.4,43.6,(MSCI EAFE INDEX X $50),F20,FutOnly
MSCI EAFE  - ICE FUTURES U.S.,230110,1/10/2023,244041,ICUS,01,244 ,348473,33394,149577,4279,214884,109353,49113,19362,16800,783,14192,12543,167,336174,342615,12299,5858,-867,-1311,-51,246,3403,-3967,-2727,-2693,518,-8,834,4169,-190,-2446,-2010,1579,1143,100,9.6,42.9,1.2,61.7,31.4,14.1,5.6,4.8,0.2,4.1,3.6,0,96.5,98.3,3.5,1.7,191,11,16,8,66,51,31,21,12,5,8,6,,127,109,26.3,34,38.5,48.2,24.1,33.1,35.7,46.7,(MSCI EAFE INDEX X $50),F20,FutOnly
MSCI EAFE  - ICE FUTURES U.S.,230103,1/3/2023,244041,ICUS,01,244 ,349340,34705,149628,4033,211481,113320,51840,22055,16282,791,13358,8374,357,338620,344625,10720,4715,-11261,-1260,-332,71,-13866,-935,748,4940,-1741,39,76,-6967,2,-9250,-9115,-2011,-2146,100,9.9,42.8,1.2,60.5,32.4,14.8,6.3,4.7,0.2,3.8,2.4,0.1,96.9,98.7,3.1,1.3,190,13,14,8,64,52,33,21,12,4,8,6,,131,106,26,33.6,38,49.5,23.8,32.8,35.4,46.1,(MSCI EAFE INDEX X $50),F20,FutOnly
MSCI EM INDEX - ICE FUTURES U.S.,230228,2/28/2023,244042,ICUS,01,244 ,1214642,77199,624031,17236,782948,248757,123200,101630,130239,8456,54738,43804,2657,1168064,1198380,46578,16262,29881,-2022,7176,3623,25062,3185,6389,-14358,14996,-84,8143,-6121,14,26767,29178,3114,703,100,6.4,51.4,1.4,64.5,20.5,10.1,8.4,10.7,0.7,4.5,3.6,0.2,96.2,98.7,3.8,1.3,404,29,20,13,162,61,79,57,34,31,29,12,8,330,205,16.4,39.1,23.9,55.2,15.5,38.2,22.1,53.6,(MSCI Emerging Markets Index x $50),F20,FutOnly
MSCI EM INDEX - ICE FUTURES U.S.,230221,2/21/2023,244042,ICUS,01,244 ,1184761,79221,616855,13613,757886,245572,116811,115988,115243,8540,46595,49925,2643,1141297,1169202,43464,15559,-9795,-450,9081,-729,-14532,-5460,6792,4158,-14361,2614,-148,3770,-34,-2329,1673,-7466,-11468,100,6.7,52.1,1.1,64,20.7,9.9,9.8,9.7,0.7,3.9,4.2,0.2,96.3,98.7,3.7,1.3,413,30,17,13,170,60,78,64,34,33,27,11,7,344,200,16.1,39.5,23.5,56,15.2,38.9,21.9,54.6,(MSCI Emerging Markets Index x $50),F20,FutOnly
MSCI EM INDEX - ICE FUTURES U.S.,230214,2/14/2023,244042,ICUS,01,244 ,1194556,79671,607774,14342,772418,251032,110019,111830,129604,5926,46743,46155,2677,1143626,1167529,50930,27027,8530,3978,6742,3540,4750,4410,-5687,2228,-9256,-2896,-5522,-740,-71,320,-3958,8210,12488,100,6.7,50.9,1.2,64.7,21,9.2,9.4,10.8,0.5,3.9,3.9,0.2,95.7,97.7,4.3,2.3,412,29,15,14,175,56,78,62,36,32,28,11,7,342,201,15,38.6,22.5,55.4,14.3,37.9,21,53.6,(MSCI Emerging Markets Index x $50),F20,FutOnly
MSCI EM INDEX - ICE FUTURES U.S.,230207,2/7/2023,244042,ICUS,01,244 ,1186026,75693,601032,10802,767668,246622,115706,109602,138860,8822,52265,46895,2748,1143306,1171487,42720,14539,-3548,3168,27051,-2357,19612,-9749,6510,-19201,5402,-26,-6048,-27927,26,1684,-1070,-5232,-2478,100,6.4,50.7,0.9,64.7,20.8,9.8,9.2,11.7,0.7,4.4,4,0.2,96.4,98.8,3.6,1.2,417,30,15,16,177,54,78,67,34,33,29,11,7,349,202,15.3,38.5,22.8,55.4,14.6,38.1,21.3,54.2,(MSCI Emerging Markets Index x $50),F20,FutOnly
MSCI EM INDEX - ICE FUTURES U.S.,230131,1/31/2023,244042,ICUS,01,244 ,1189574,72525,573981,13159,748056,256371,109196,128803,133458,8848,58313,74822,2722,1141622,1172557,47952,17017,1958,146,16503,1344,-4854,6819,-1092,2066,-17750,1561,-1181,-10141,-414,-2424,-3170,4382,5128,100,6.1,48.3,1.1,62.9,21.6,9.2,10.8,11.2,0.7,4.9,6.3,0.2,96,98.6,4,1.4,420,29,17,13,171,55,78,71,36,32,31,10,7,355,195,15.2,36.4,22.9,54.5,14.6,35.8,21.7,53.3,(MSCI Emerging Markets Index x $50),F20,FutOnly
MSCI EM INDEX - ICE FUTURES U.S.,230124,1/24/2023,244042,ICUS,01,244 ,1187616,72379,557478,11815,752910,249552,110288,126737,151208,7287,59494,84963,3136,1144046,1175727,43570,11889,40134,5334,29491,-2525,35688,-12975,-3950,5783,22430,-42,-5465,3524,-48,34775,35905,5359,4229,100,6.1,46.9,1,63.4,21,9.3,10.7,12.7,0.6,5,7.2,0.3,96.3,99,3.7,1,416,28,18,13,165,58,80,70,34,31,32,11,6,344,202,15.3,35.8,23.3,54.5,14.7,35.2,21.8,53.9,(MSCI Emerging Markets Index x $50),F20,FutOnly
MSCI EM INDEX - ICE FUTURES U.S.,230117,1/17/2023,244042,ICUS,01,244 ,1147482,67045,527987,14340,717222,262527,114238,120954,128778,7329,64959,81439,3184,1109271,1139822,38211,7660,21728,-5420,21307,1591,20791,-19060,-2054,711,5779,785,5136,21803,-165,21375,29986,353,-8258,100,5.8,46,1.2,62.5,22.9,10,10.5,11.2,0.6,5.7,7.1,0.3,96.7,99.3,3.3,0.7,414,25,20,11,163,60,77,66,34,31,35,11,7,337,203,15.3,35.1,23.6,52.7,14.5,34.3,22,51.9,(MSCI Emerging Markets Index x $50),F20,FutOnly
MSCI EM INDEX - ICE FUTURES U.S.,230110,1/10/2023,244042,ICUS,01,244 ,1125754,72465,506680,12749,696431,281587,116292,120243,122999,6544,59823,59636,3349,1087896,1109836,37858,15918,69546,1201,3473,915,21605,-31602,9170,34157,43933,-2677,471,43170,-762,64080,65620,5466,3926,100,6.4,45,1.1,61.9,25,10.3,10.7,10.9,0.6,5.3,5.3,0.3,96.6,98.6,3.4,1.4,409,27,18,12,154,70,80,62,35,29,31,12,6,332,204,14.6,35.1,22.9,49.7,13.9,34.3,21.3,48.5,(MSCI Emerging Markets Index x $50),F20,FutOnly
MSCI EM INDEX - ICE FUTURES U.S.,230103,1/3/2023,244042,ICUS,01,244 ,1056208,71264,503207,11834,674826,313189,107122,86086,79066,9221,59352,16466,4111,1023816,1044216,32392,11992,-31151,-5495,-2320,1439,-28167,-7319,-9217,6526,-11140,2519,4809,-1508,657,-26929,-26889,-4222,-4262,100,6.7,47.6,1.1,63.9,29.7,10.1,8.2,7.5,0.9,5.6,1.6,0.4,96.9,98.9,3.1,1.1,395,29,17,11,143,76,83,54,34,37,29,13,8,322,212,15.5,36.3,24.2,49.9,14.8,35.7,23,47.5,(MSCI Emerging Markets Index x $50),F20,FutOnly
E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,33874A,CME ,00,138 ,44760,7784,9654,182,24643,27074,2289,1921,1521,142,0,0,0,36961,40862,7799,3898,60,574,-735,-2,-1109,1994,15,197,-920,139,0,0,0,-186,491,246,-431,100,17.4,21.6,0.4,55.1,60.5,5.1,4.3,3.4,0.3,0,0,0,82.6,91.3,17.4,8.7,64,4,8,,26,19,13,6,,,0,0,0,44,36,37.7,31.2,50.3,51.6,37.6,30.9,49.8,51.2,(S&P 400 INDEX X $100),F20,FutOnly
E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,33874A,CME ,00,138 ,44700,7210,10389,184,25752,25080,2274,1724,2441,3,0,0,0,37147,40371,7553,4329,-69,-117,851,-11,1108,136,-413,-642,-353,0,0,-495,0,-75,-285,6,216,100,16.1,23.2,0.4,57.6,56.1,5.1,3.9,5.5,0,0,0,0,83.1,90.3,16.9,9.7,64,4,8,,27,17,12,5,,,0,0,0,43,35,35.2,31.7,47.8,50.5,35.1,31.4,47.7,50.1,(S&P 400 INDEX X $100),F20,FutOnly
E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,33874A,CME ,00,138 ,44769,7327,9538,195,24644,24944,2687,2366,2794,3,0,495,0,37222,40656,7547,4113,1303,-371,1190,6,307,412,-73,1096,-99,0,0,-4,0,965,1432,338,-129,100,16.4,21.3,0.4,55,55.7,6,5.3,6.2,0,0,1.1,0,83.1,90.8,16.9,9.2,67,4,8,,26,19,12,5,4,,0,,0,43,39,35,32.3,47.9,49.5,34.9,31.9,47.7,49.1,(S&P 400 INDEX X $100),F20,FutOnly
E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,33874A,CME ,00,138 ,43466,7698,8348,189,24337,24532,2760,1270,2893,3,0,499,0,36257,39224,7209,4242,890,-503,2773,5,1169,-1411,-5,-78,-681,-130,0,499,0,458,1050,432,-160,100,17.7,19.2,0.4,56,56.4,6.3,2.9,6.7,0,0,1.1,0,83.4,90.2,16.6,9.8,68,4,8,,28,17,13,4,6,,0,,0,43,41,35,31.9,49.1,48.8,34.9,31.5,49,48.4,(S&P 400 INDEX X $100),F20,FutOnly
E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,33874A,CME ,00,138 ,42576,8201,5575,184,23168,25943,2765,1348,3574,133,0,0,0,35799,38174,6777,4402,215,-1077,1166,2,579,-2970,464,417,1167,47,0,0,0,432,-124,-217,339,100,19.3,13.1,0.4,54.4,60.9,6.5,3.2,8.4,0.3,0,0,0,84.1,89.7,15.9,10.3,66,4,6,,25,20,12,6,5,,0,0,0,43,38,37.6,31.8,50.8,50.1,37.5,31.2,50.2,49.6,(S&P 400 INDEX X $100),F20,FutOnly
E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,33874A,CME ,00,138 ,42361,9278,4409,182,22589,28913,2301,931,2407,86,0,0,0,35367,38298,6994,4063,-292,407,465,-1,-242,-444,-65,457,82,15,-561,0,0,10,52,-302,-344,100,21.9,10.4,0.4,53.3,68.3,5.4,2.2,5.7,0.2,0,0,0,83.5,90.4,16.5,9.6,66,5,7,,25,20,11,4,5,,0,0,0,43,37,38.5,35.6,51.9,53.6,38.4,35,50.8,53,(S&P 400 INDEX X $100),F20,FutOnly
E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,230117,1/17/2023,33874A,CME ,00,138 ,42653,8871,3944,183,22831,29357,2366,474,2325,71,561,0,0,35357,38246,7296,4407,112,-570,963,2,691,-2033,-133,7,931,-37,-186,0,0,-226,-307,338,419,100,20.8,9.2,0.4,53.5,68.8,5.5,1.1,5.5,0.2,1.3,0,0,82.9,89.7,17.1,10.3,63,4,7,,25,20,10,,4,,,0,0,39,36,38,35.4,51.1,55.3,37.8,34.7,49.9,54.7,(S&P 400 INDEX X $100),F20,FutOnly
E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,230110,1/10/2023,33874A,CME ,00,138 ,42541,9441,2981,181,22140,31390,2499,467,1394,108,747,0,0,35583,38553,6958,3988,-601,653,234,1,-173,-775,41,-1279,-104,3,12,0,0,-742,-600,141,-1,100,22.2,7,0.4,52,73.8,5.9,1.1,3.3,0.3,1.8,0,0,83.6,90.6,16.4,9.4,61,4,6,,24,20,11,,4,,,0,0,39,36,39.2,37.5,52.5,58.6,39,36.9,50.9,57.9,(S&P 400 INDEX X $100),F20,FutOnly
E-MINI S&P 400 STOCK INDEX - CHICAGO MERCANTILE EXCHANGE,230103,1/3/2023,33874A,CME ,00,138 ,43142,8788,2747,180,22313,32165,2458,1746,1498,105,735,0,0,36325,39153,6817,3989,606,372,-362,0,-601,1436,-40,683,688,-30,57,0,0,441,1692,165,-1086,100,20.4,6.4,0.4,51.7,74.6,5.7,4,3.5,0.2,1.7,0,0,84.2,90.8,15.8,9.2,64,,6,,23,22,11,6,,,,0,0,41,37,39.8,35.8,53,57.1,39.6,35.1,51.9,56.4,(S&P 400 INDEX X $100),F20,FutOnly
S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,230228,2/28/2023,43874A,CME ,00,438 ,180765,22117,120464,32309,31350,0,2413,71387,4895,14783,5831,5616,140,180330,180620,435,145,779,2818,2135,-993,407,0,0,-860,239,-692,10,0,0,690,689,89,90,100,12.2,66.6,17.9,17.3,0,1.3,39.5,2.7,8.2,3.2,3.1,0.1,99.8,99.9,0.2,0.1,94,8,24,14,16,0,,29,6,9,7,4,,71,50,32.2,54.1,49.9,75.7,24,51.7,38.8,65.7,(S&P 500 ANNUAL DIVIDEND INDEX X $250),F20,FutOnly
S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,230221,2/21/2023,43874A,CME ,00,438 ,179986,19299,118329,33302,30943,0,2413,72247,4656,15475,5821,5616,140,179640,179931,346,55,1164,2094,44,87,1976,0,1185,-2024,-46,249,-1982,-39,-318,1267,1162,-103,2,100,10.7,65.7,18.5,17.2,0,1.3,40.1,2.6,8.6,3.2,3.1,0.1,99.8,100,0.2,0,93,9,23,14,16,0,,29,5,9,7,4,,71,49,31.7,53.9,49.3,75.9,23.4,51.4,37.2,65.2,(S&P 500 ANNUAL DIVIDEND INDEX X $250),F20,FutOnly
S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,230214,2/14/2023,43874A,CME ,00,438 ,178822,17205,118285,33215,28967,0,1228,74271,4702,15226,7803,5655,458,178373,178769,449,53,2321,-777,1529,589,1009,0,0,600,-547,769,64,-1,-18,2236,2321,85,0,100,9.6,66.1,18.6,16.2,0,0.7,41.5,2.6,8.5,4.4,3.2,0.3,99.7,100,0.3,0,93,9,22,12,15,0,,27,6,9,8,6,,69,49,30.7,55,48.7,77,24.5,52.4,38.6,65.8,(S&P 500 ANNUAL DIVIDEND INDEX X $250),F20,FutOnly
S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,230207,2/7/2023,43874A,CME ,00,438 ,176501,17982,116756,32626,27958,0,1228,73671,5249,14457,7739,5656,476,176137,176448,364,53,-4347,455,-5095,242,304,0,215,-7031,-1942,2547,41,-2,-3,-3230,-4038,-1117,-309,100,10.2,66.2,18.5,15.8,0,0.7,41.7,3,8.2,4.4,3.2,0.3,99.8,100,0.2,0,93,9,22,13,15,0,,27,6,8,8,6,,69,49,31.1,55.4,48.7,77,24.5,52.7,38.2,65.8,(S&P 500 ANNUAL DIVIDEND INDEX X $250),F20,FutOnly
S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,230131,1/31/2023,43874A,CME ,00,438 ,180848,17527,121851,32384,27654,0,1013,80702,7191,11910,7698,5658,479,179367,180486,1481,362,1772,1170,236,417,-791,0,0,1179,2256,-1474,146,-7,24,671,1452,1101,320,100,9.7,67.4,17.9,15.3,0,0.6,44.6,4,6.6,4.3,3.1,0.3,99.2,99.8,0.8,0.2,94,9,23,13,15,0,,28,6,7,7,6,,70,48,29.9,55.9,46.3,77.7,23,52.7,37.4,66.7,(S&P 500 ANNUAL DIVIDEND INDEX X $250),F20,FutOnly
S&P 500 ANNUAL DIVIDEND INDEX - CHICAGO MERCANTILE EXCHANGE,230124,1/24/2023,43874A,CME ,00,438 ,179076,16357,121615,31967,28445,0,1013,79523,4935,13384,7552,5665,455,178696,179034,380,42,-840,1226,-2998,1334,300,0,0,-4887,-215,1139,38,5,0,-850,-735,10,-105,100,9.1,67.9,17.9,15.9,0,0.6,44.4,2.8,7.5,4.2,3.2,0.3,99.8,100,0.2,0,96,8,24,13,15,0,,30,5,7,8,6,,72,48,30.1,56.7,47.8,77.8,23,53.4,37.6,67.4,(S&P 500 ANNUAL DIVIDEND INDEX X $250),F20,FutOnly
